Title;l1Num;QID;Labels
This article presents a lightweight form of usage-centered design. Fully compatible with both traditional object-oriented software engineering methods and newer agile techniques such as Extreme Programming;3;[103184, 183252, 82604, 7397, 21162272, 209711];['article', 'morphology', 'design', 'software', 'means', 'extreme programming']
One of the leaders of the patterns community and the author of Advanced C++;3;[32518, 177634, 482980, 2407];['ellipsis', 'community', 'author', 'C++']
The article describes how to perform domain engineering by identifying the commonalities and variabilities within a family of products. Through interesting examples dealing with reuse libraries;3;[103184, 5289815, 5153644, 65921492, 8436, 40276, 12335479, 846574];['article', 'Domain engineering', 'Commonality', 'changeability', 'family', 'multiplication', 'template', 'reuse']
Predicting the evolution of software engineering technology is;3;[1063, 7397];['evolution', 'software']
The term legacy has taken on new meaning with the Web's broad success and the demand to bring existing systems quickly into the Internet fold. Cobol programs and data are being viewed in a new positive light with options for interconnection and integration for both code and data.;3;[1071233, 101072, 50000, 466, 4402708, 58778, 75, 131140, 42848, 9128, 187860, 1665949, 80091, 188889, 42848];['terminal emulator', 'definition', 'victory', 'World Wide Web', 'demand', 'system', 'Internet', 'COBOL', 'data', 'light', 'option', 'interconnection', 'integral', 'code', 'data']
Traditional software-reliability prediction methods such as reliability growth models base estimates on observing failures (and fixing faults) in validation testing;3;[190686, 18748, 1121708, 47089, 359176];['subroutine', 'reliability', 'failure', 'fault', 'validation']
A description is given of FPlus;3;[1200750];['description']
Software professionals' work remains vital to modern industrial society as key definitions of work;3;[42213, 702269, 917614, 101072, 42213];['work', 'professional', 'industrial society', 'definition', 'work']
The worldwide boom in IT use has spurred software development efforts around the globe. The authors' research program focuses on collecting quantitative data about several countries' current practices and performance;3;[179057, 38, 7397, 133792, 1298668, 482980, 42848, 334600, 6256, 35140];['explosion', 'Italy', 'software', 'globe', 'science project', 'author', 'data', 'practice', 'country', 'performance']
The development of large;3;[1395034];['new product development']
Legal and policy aspects of information technology use and development. The ACM Portal is published by the Association for Computing Machinery. Copyright © 2010 ACM;3;[208084, 11028, 1395034, 274897, 988108, 5157629, 5169211, 11195, 127992];['aspect', 'information', 'new product development', 'Portal', 'club', 'Computing', 'Copyright', 'copyright symbol', 'Association for Computing Machinery']
Contrary to traditional wisdom;3;[1993735];['appeal to tradition']
Organizations implementing Enterprise Resource Planning (ERP) systems have been increasingly adopting generic;3;[1986084, 58778, 1992324, 131508];['The Organization', 'system', 'SAP R/3', 'enterprise resource planning']
A variety of studies have documented relationships between OO metrics and managerial-performance variables including effort;3;[3329375, 28106657, 223642, 865746, 35140, 14536140];['language variety', 'model sheet', 'interpersonal relationship', 'metric function', 'performance', 'exertion']
Accreditation of software engineering degree programs affirms that software development is a true engineering discipline. The authors;3;[705899, 7397, 638608, 12015335, 482980];['accreditation', 'software', 'software development', 'area of engineering', 'author']
Two years or more can pass between formal SEI (Software Engineering Institute) assessments using the Capability Maturity Model (CMM). An organization seeking to monitor its progress to a higher SEI level needs a method for internally conducting incremental assessments. The author provides one that has proven successful at Motorola. A method was developed for assessing progress to higher SEI levels that lets engineers and managers evaluate an organization's current status relative to the CMM and identify weak areas for immediate attention and improvement. This method serves as an effective means to ensure continuous process improvement as well as grassroots participation and support in achieving higher maturity levels. This progress-assessment process is not intended as a replacement for any formal assessment instruments developed by the SEI;3;[577, 27318, 5986438, 1760963, 929673, 929673, 43229, 1963461, 207988, 190686, 27318, 482980, 259011, 190686, 1963461, 207988, 81096, 3246315, 2628882, 43229, 11500, 6501338, 21255975, 190686, 2796622, 205663, 1773152, 1136376, 207988, 205663, 65088609, 34379, 5986438];['year', 'test', 'ichthyosis bullosa of Siemens', 'Software Engineering Institute', 'Capability Maturity Model', 'Capability Maturity Model', 'organization', 'OpenEdge Advanced Business Language', 'spirit level', 'subroutine', 'test', 'author', 'Motorola', 'subroutine', 'OpenEdge Advanced Business Language', 'spirit level', 'engineer', 'head coach', 'legal status', 'organization', 'area', 'attention', 'improvement', 'subroutine', 'mean', 'process', 'participation', 'support', 'spirit level', 'process', 'return', 'musical instrument', 'ichthyosis bullosa of Siemens']
In the software-engineering industry;3;[11023];['engineering']
Developers have plenty of reasons to avoid investing in requirements engineering: It is next to impossible to capture user needs completely;3;[5266661, 1545013, 178354, 1761598, 278368];['Developer', 'Plenty', 'reason', 'software requirements specification', 'user']
The application architecture;3;[12271];['architecture']
Most software engineering graduates begin their careers lacking an appreciation of real-world conditions. Do universities have the resources to simulate this environment or must software companies provide such training themselves?;3;[7397, 282049, 2728730, 16502, 3918, 1554231, 2249676, 1058914, 918385];['software', 'career', 'gratitude', 'world', 'university', 'resource', 'environment', 'software company', 'training']
This case study presents the development of an abstract oscilloscope specification;3;[155207, 1395034, 174320];['case study', 'new product development', 'oscilloscope']
The last few years have seen intense scrutiny of the flawed business premises underlying the dot-com bubble of the late 1990s. The prevailing attitude then was that software investment could be repaid through the company's increased capital value in expectation of future profits. The current IT environment is greatly changed. Not only are organizations no longer willing to invest in software development without clear expectations for returns;3;[577, 7439360, 4830453, 75794, 34653, 622645, 7397, 5119, 783794, 1362683, 5510745, 38, 43229];['year', 'Scrutiny', 'business', 'bubble', '1990s', 'attitude', 'software', 'capital', 'company', 'expectation', 'Future Profits', 'Italy', 'organization']
Automatic test-case generation from Prolog specifications encounters problems due to recursion;3;[213381, 163468, 759676];['generation', 'Prolog', 'task']
Models can describe business transactions in terms of business entities and help automate some systems integration tasks. The joint action model describes a new business transaction motivating systems integration.;3;[4044426, 4830453, 1071233, 3376073, 58778, 486902, 4830453];['Models', 'business', 'terminal emulator', 'corporate personhood', 'system', 'mathematical model', 'business']
The static structure is the physical organization of a system's functional modules in terms of their structural relations. It is the packaging of the dynamic structure into textually self-contained modules;3;[6671777, 43229, 18848, 58778, 1071233, 277521, 6671777, 18848];['structure', 'organization', 'module', 'system', 'terminal emulator', 'relation', 'structure', 'module']
This article is a report on an innovative retraining program designed to take a surplus of engineers from traditional areas at Lockheed Martin Aeronautics Company in Marietta;3;[103184, 10870555, 40056, 268617, 81096, 11500, 1627738, 852684];['article', 'report', 'computer program', 'surplus', 'engineer', 'area', 'Lockheed Martin Aeronautics', 'Marietta']
Metaclasses let database designers extend Adam;3;[8513, 69488];['database', 'MDMA']
Many organizations are using or considering the Capability Maturity Model as a vehicle for software process improvement. Does the CMM provide real benefits? The authors offer metrics and data that show the results of Motorola's CMM usage.;3;[43229, 929673, 42889, 7397, 929673, 2383321, 482980, 865746, 42848, 2995644, 929673, 259011];['organization', 'Capability Maturity Model', 'vehicle', 'software', 'Capability Maturity Model', 'yield', 'author', 'metric function', 'data', 'result', 'Capability Maturity Model', 'Motorola']
